1502786359095604224,-0.25277,-0.20637,0.81947,-0.00412,0.99996,0.00558,-0.00507,-0.33331,-0.12603,0.74453,
1502786359195602432,-0.24013,-0.18914,0.79213,-0.00352,0.99995,0.00520,-0.00761,-0.28104,-0.10193,0.65215,
1502786359295604992,-0.23711,-0.17382,0.74120,-0.00273,0.99995,0.00512,-0.00865,-0.25626,-0.07788,0.53622,
1502786359395626240,-0.22571,-0.15601,0.68451,-0.00213,0.99994,0.00503,-0.00994,-0.22043,-0.04948,0.42000,
1502786359495650048,-0.20735,-0.13275,0.63188,-0.00159,0.99993,0.00477,-0.01095,-0.18399,-0.01475,0.32016,
1502786359595704576,-0.19307,-0.11546,0.59521,-0.00143,0.99992,0.00458,-0.01171,-0.15139,0.00789,0.25047,
1502786359695634432,-0.18495,-0.11731,0.57899,-0.00169,0.99991,0.00468,-0.01225,-0.13110,0.00848,0.21324,
1502786359795632128,-0.18182,-0.11484,0.56469,-0.00182,0.99991,0.00468,-0.01245,-0.12330,0.00915,0.18734,
1502786359895635200,-0.18397,-0.11376,0.55365,-0.00194,0.99991,0.00470,-0.01252,-0.12228,0.00956,0.16600,
1502786359995665152,-0.18114,-0.11144,0.54420,-0.00206,0.99991,0.00469,-0.01258,-0.11120,0.01085,0.14918,
1502786360095680000,-0.17875,-0.10868,0.53574,-0.00216,0.99991,0.00467,-0.01258,-0.10728,0.01241,0.13411,
1502786360195645184,-0.16978,-0.10482,0.52790,-0.00242,0.99991,0.00462,-0.01259,-0.09529,0.01318,0.11863,
1502786360295669760,-0.16840,-0.10310,0.52127,-0.00259,0.99991,0.00461,-0.01239,-0.09154,0.01317,0.10664,
1502786360395690496,-0.17284,-0.10240,0.51567,-0.00275,0.99991,0.00467,-0.01219,-0.09113,0.01333,0.09857,
1502786360495661056,-0.17085,-0.10123,0.51101,-0.00292,0.99991,0.00466,-0.01207,-0.08847,0.01327,0.09234,
1502786360595669248,-0.16924,-0.09984,0.50678,-0.00310,0.99991,0.00465,-0.01192,-0.09116,0.01613,0.08555,
1502786360695665408,-0.16769,-0.09874,0.50279,-0.00328,0.99991,0.00465,-0.01177,-0.08968,0.01612,0.07803,
1502786360795694592,-0.16631,-0.09783,0.49895,-0.00343,0.99992,0.00465,-0.01160,-0.09157,0.01657,0.07106,
1502786360895696640,-0.16522,-0.09728,0.49571,-0.00359,0.99992,0.00465,-0.01142,-0.09143,0.01472,0.06597,
1502786360995693568,-0.16463,-0.09578,0.49266,-0.00375,0.99992,0.00465,-0.01120,-0.09048,0.01764,0.06078,
1502786361095717632,-0.16402,-0.09419,0.48945,-0.00392,0.99992,0.00464,-0.01094,-0.09327,0.01567,0.05573,
1502786361195778048,-0.15676,-0.09188,0.48652,-0.00410,0.99992,0.00461,-0.01081,-0.08988,0.01243,0.04939,
1502786361295832064,-0.15665,-0.09013,0.48356,-0.00425,0.99992,0.00460,-0.01053,-0.09414,0.01295,0.04473,
1502786361395696640,-0.16235,-0.08969,0.48132,-0.00436,0.99993,0.00464,-0.01027,-0.09699,0.01276,0.04304,
1502786361495699712,-0.16123,-0.08905,0.47946,-0.00449,0.99993,0.00464,-0.01008,-0.09012,0.01143,0.04012,
1502786361595719936,-0.16026,-0.08838,0.47780,-0.00459,0.99993,0.00463,-0.00989,-0.08968,0.01318,0.04154,
1502786361695773440,-0.15346,-0.08597,0.47620,-0.00476,0.99993,0.00460,-0.00968,-0.08645,0.01224,0.04018,
1502786361795720704,-0.15375,-0.08616,0.47483,-0.00489,0.99993,0.00461,-0.00939,-0.09075,0.01354,0.04023,
1502786361895722752,-0.15912,-0.08743,0.47384,-0.00498,0.99993,0.00465,-0.00919,-0.09506,0.01283,0.03959,
1502786361995838976,-0.15279,-0.08508,0.47207,-0.00512,0.99994,0.00462,-0.00900,-0.09134,0.01152,0.03614,
1502786362095709952,-0.15285,-0.08509,0.47080,-0.00521,0.99994,0.00462,-0.00877,-0.09188,0.01557,0.03465,
1502786362195700992,-0.15419,-0.08519,0.47116,-0.00531,0.99994,0.00463,-0.00855,-0.09064,0.01874,0.03341,
1502786362295720704,-0.15661,-0.08564,0.47099,-0.00539,0.99994,0.00464,-0.00834,-0.09716,0.01677,0.03318,
1502786362395753984,-0.16175,-0.08678,0.47014,-0.00545,0.99994,0.00468,-0.00813,-0.10038,0.01817,0.03427,
1502786362495758080,-0.16128,-0.08645,0.46918,-0.00556,0.99994,0.00467,-0.00790,-0.09958,0.01499,0.03326,
1502786362595828480,-0.16116,-0.08692,0.46810,-0.00564,0.99994,0.00470,-0.00764,-0.09968,0.01354,0.03094,
1502786362695759360,-0.15538,-0.08528,0.46786,-0.00576,0.99994,0.00466,-0.00743,-0.09589,0.01434,0.03095,
1502786362795673344,-0.15676,-0.08714,0.46784,-0.00582,0.99995,0.00471,-0.00721,-0.09990,0.01461,0.03150,
1502786362895740416,-0.16291,-0.09008,0.46846,-0.00583,0.99995,0.00477,-0.00701,-0.10421,0.01528,0.03066,
1502786362995667712,-0.16456,-0.09058,0.46976,-0.00591,0.99995,0.00480,-0.00681,-0.10146,0.01596,0.03172,
1502786363095698432,-0.16510,-0.09111,0.47022,-0.00598,0.99995,0.00482,-0.00658,-0.10007,0.01076,0.03334,
1502786363195686656,-0.16010,-0.08980,0.46974,-0.00607,0.99995,0.00481,-0.00637,-0.09770,0.00897,0.03168,
1502786363295689728,-0.16037,-0.08991,0.46913,-0.00615,0.99995,0.00482,-0.00605,-0.10040,0.00635,0.02945,
1502786363395695872,-0.16513,-0.09186,0.46953,-0.00619,0.99995,0.00486,-0.00580,-0.10363,0.00261,0.02507,
1502786363495694848,-0.16472,-0.09203,0.46917,-0.00626,0.99995,0.00486,-0.00553,-0.10194,-0.00174,0.02151,
1502786363595695616,-0.16433,-0.09208,0.46847,-0.00631,0.99995,0.00486,-0.00525,-0.09712,-0.00248,0.01899,
1502786363695713536,-0.15914,-0.09052,0.46862,-0.00640,0.99996,0.00483,-0.00498,-0.09577,-0.00436,0.01925,
1502786363795695360,-0.15938,-0.09059,0.46794,-0.00646,0.99996,0.00485,-0.00473,-0.09768,-0.00745,0.02153,
1502786363895712256,-0.16400,-0.09202,0.46769,-0.00650,0.99996,0.00489,-0.00448,-0.10260,-0.00837,0.02357,
1502786363995712000,-0.16405,-0.09202,0.46729,-0.00651,0.99996,0.00490,-0.00425,-0.10519,-0.00975,0.02531,
1502786364095996416,-0.16389,-0.09178,0.46705,-0.00656,0.99996,0.00490,-0.00402,-0.10497,-0.01171,0.02497,
1502786364195895296,-0.16240,-0.09114,0.46657,-0.00660,0.99996,0.00489,-0.00378,-0.10442,-0.01426,0.02023,
1502786364295731712,-0.16257,-0.09180,0.46611,-0.00665,0.99996,0.00490,-0.00355,-0.10203,-0.01940,0.01537,
1502786364395721984,-0.16351,-0.09254,0.46594,-0.00667,0.99996,0.00492,-0.00328,-0.09945,-0.02228,0.01632,
1502786364495712000,-0.16321,-0.09257,0.46593,-0.00671,0.99996,0.00494,-0.00305,-0.09799,-0.02281,0.01657,
1502786364595726592,-0.16356,-0.09267,0.46567,-0.00676,0.99996,0.00493,-0.00278,-0.09992,-0.02461,0.01074,
1502786364695693568,-0.16360,-0.09264,0.46504,-0.00680,0.99996,0.00496,-0.00250,-0.09963,-0.02693,0.00942,
1502786364795710976,-0.16341,-0.09269,0.46502,-0.00683,0.99996,0.00496,-0.00228,-0.10114,-0.02872,0.00866,
1502786364895737856,-0.16302,-0.09193,0.46512,-0.00686,0.99996,0.00494,-0.00202,-0.10353,-0.02622,0.01206,
1502786364995850496,-0.16323,-0.09180,0.46530,-0.00689,0.99996,0.00495,-0.00174,-0.10066,-0.02381,0.01199,
1502786365095699968,-0.16394,-0.09273,0.46501,-0.00693,0.99996,0.00498,-0.00147,-0.10316,-0.02208,0.00780,
1502786365195771648,-0.16416,-0.09278,0.46452,-0.00697,0.99996,0.00499,-0.00121,-0.10918,-0.02185,0.00862,
1502786365295729920,-0.16396,-0.09235,0.46486,-0.00700,0.99996,0.00499,-0.00096,-0.11227,-0.01936,0.01066,
1502786365395723520,-0.16387,-0.09209,0.46524,-0.00705,0.99996,0.00499,-0.00066,-0.11518,-0.01662,0.01396,
1502786365495731968,-0.16416,-0.09224,0.46508,-0.00707,0.99996,0.00502,-0.00045,-0.11965,-0.01732,0.01401,
1502786365595749888,-0.16444,-0.09245,0.46516,-0.00709,0.99996,0.00503,-0.00020,-0.12288,-0.01661,0.01515,
1502786365695728896,-0.16434,-0.09239,0.46519,-0.00711,0.99996,0.00503,0.00007,-0.12283,-0.01842,0.01831,
1502786365795746560,-0.16434,-0.09286,0.46531,-0.00714,0.99996,0.00504,0.00033,-0.12138,-0.01877,0.01747,
1502786365895734784,-0.16424,-0.09277,0.46514,-0.00718,0.99996,0.00506,0.00059,-0.12561,-0.01847,0.01939,
1502786365995761408,-0.16442,-0.09250,0.46524,-0.00722,0.99996,0.00506,0.00085,-0.12948,-0.01568,0.01937,
1502786366095740160,-0.16436,-0.09226,0.46541,-0.00723,0.99996,0.00506,0.00109,-0.12998,-0.01533,0.01837,
1502786366195728640,-0.16444,-0.09216,0.46543,-0.00725,0.99996,0.00507,0.00134,-0.13230,-0.01420,0.01830,
1502786366295728896,-0.16483,-0.09211,0.46604,-0.00729,0.99996,0.00507,0.00154,-0.13622,-0.01090,0.01813,
1502786366395727616,-0.16525,-0.09229,0.46615,-0.00730,0.99996,0.00508,0.00180,-0.13848,-0.00923,0.01758,
1502786366495729920,-0.16505,-0.09238,0.46587,-0.00731,0.99996,0.00509,0.00204,-0.13615,-0.01206,0.01669,
1502786366595740672,-0.16462,-0.09232,0.46577,-0.00736,0.99996,0.00509,0.00229,-0.13261,-0.01271,0.01749,
1502786366695742208,-0.16445,-0.09211,0.46599,-0.00737,0.99996,0.00510,0.00255,-0.13264,-0.01645,0.01680,
1502786366795783168,-0.16416,-0.09225,0.46609,-0.00740,0.99996,0.00511,0.00280,-0.12992,-0.01953,0.01790,
1502786366895743488,-0.16399,-0.09237,0.46612,-0.00742,0.99995,0.00511,0.00305,-0.13171,-0.01564,0.01869,
1502786366995728384,-0.16445,-0.09213,0.46592,-0.00746,0.99995,0.00512,0.00326,-0.13641,-0.01387,0.01631,
1502786367095744512,-0.16427,-0.09213,0.46592,-0.00747,0.99995,0.00512,0.00353,-0.13887,-0.01449,0.01128,
1502786367195732736,-0.16185,-0.09557,0.46743,-0.00748,0.99995,0.00520,0.00375,-0.13660,-0.01168,0.00954,
1502786367295725824,-0.16423,-0.10035,0.46828,-0.00747,0.99995,0.00528,0.00400,-0.13884,-0.01187,0.00827,
1502786367395815680,-0.16879,-0.10321,0.46900,-0.00746,0.99995,0.00530,0.00424,-0.14053,-0.01388,0.00470,
1502786367495696896,-0.16756,-0.10306,0.46917,-0.00750,0.99995,0.00535,0.00446,-0.14340,-0.01095,0.00480,
1502786367595735808,-0.16786,-0.10268,0.46907,-0.00749,0.99995,0.00532,0.00471,-0.14810,-0.01156,0.00111,
1502786367695713536,-0.16887,-0.10298,0.46857,-0.00752,0.99995,0.00535,0.00493,-0.15045,-0.01243,-0.00262,
1502786367795706112,-0.16905,-0.10341,0.46825,-0.00754,0.99994,0.00535,0.00514,-0.15667,-0.01083,-0.00399,
1502786367895698176,-0.16859,-0.10355,0.46958,-0.00753,0.99994,0.00529,0.00536,-0.15711,-0.01058,-0.00283,
1502786367995684864,-0.16870,-0.10339,0.46973,-0.00755,0.99994,0.00535,0.00556,-0.16134,-0.01120,-0.00199,
1502786368095831040,-0.16911,-0.10311,0.46943,-0.00756,0.99994,0.00537,0.00579,-0.16301,-0.01385,-0.00046,
1502786368195706368,-0.16517,-0.10216,0.47021,-0.00760,0.99994,0.00534,0.00603,-0.15868,-0.01540,-0.00296,
1502786368295648256,-0.16412,-0.10452,0.46771,-0.00793,0.99993,0.00526,0.00653,-0.16230,-0.02369,-0.00085,
1502786368395680768,-0.16951,-0.11832,0.46339,-0.01025,0.99991,0.00465,0.00793,-0.16823,-0.05520,-0.00024,
1502786368495669248,-0.17614,-0.15106,0.46724,-0.01365,0.99986,0.00228,0.00895,-0.15350,-0.08656,0.00939,
1502786368595664640,-0.19039,-0.19826,0.48166,-0.01783,0.99978,-0.00127,0.01085,-0.15010,-0.10640,0.02100,
1502786368695656192,-0.18792,-0.26487,0.52398,-0.02360,0.99959,-0.00544,0.01512,-0.14395,-0.13650,0.03127,
1502786368795630336,-0.18379,-0.31278,0.49983,-0.03289,0.99922,-0.01018,0.01933,-0.17025,-0.18331,0.03337,
1502786368895671040,-0.19897,-0.36850,0.52176,-0.04280,0.99878,-0.01391,0.02035,-0.15977,-0.22292,0.02442,
1502786368995577344,-0.21330,-0.41735,0.51466,-0.05137,0.99831,-0.01543,0.02226,-0.16379,-0.26485,0.01395,
1502786369095581184,-0.23339,-0.43363,0.50662,-0.05992,0.99781,-0.01506,0.02380,-0.16415,-0.23687,0.01056,
1502786369195631616,-0.22896,-0.46986,0.51917,-0.06374,0.99759,-0.01123,0.02520,-0.10972,-0.20638,0.00116,
1502786369295475456,-0.22472,-0.45075,0.52881,-0.05823,0.99794,-0.00485,0.02637,-0.09119,-0.09607,-0.02889,
1502786369395512576,-0.22069,-0.41765,0.55274,-0.04789,0.99838,0.00451,0.03049,-0.09487,0.00404,-0.01663,
1502786369495432192,-0.25019,-0.38735,0.51404,-0.03566,0.99850,0.01485,0.03893,-0.12731,0.05635,-0.02569,
1502786369595429888,-0.26558,-0.34671,0.48924,-0.03431,0.99825,0.02466,0.04135,-0.10170,0.09270,-0.02576,
1502786369695431680,-0.27805,-0.32418,0.47733,-0.03450,0.99814,0.03078,0.03970,-0.07224,0.08173,-0.04525,
1502786369795404032,-0.28768,-0.29548,0.47710,-0.03527,0.99822,0.03360,0.03440,-0.05154,0.07119,-0.04664,
1502786369895383040,-0.29078,-0.29355,0.47483,-0.03601,0.99837,0.03348,0.02904,-0.04232,0.04637,-0.04522,
1502786369995407360,-0.27783,-0.25247,0.50252,-0.03437,0.99861,0.02778,0.02876,-0.02048,0.05654,-0.00159,
1502786370095343616,-0.27190,-0.25329,0.50581,-0.03456,0.99876,0.02035,0.02952,-0.00834,0.02625,0.01339,
1502786370195342592,-0.25737,-0.26142,0.50704,-0.03585,0.99882,0.00914,0.03142,0.01606,-0.01604,0.03071,
1502786370295268608,-0.21939,-0.27577,0.51170,-0.03465,0.99869,-0.00623,0.03700,0.04799,-0.04099,0.04461,
1502786370395313920,-0.19770,-0.25468,0.52219,-0.03086,0.99817,-0.02424,0.04597,0.04442,-0.02553,0.06375,
1502786370495182080,-0.17847,-0.24242,0.52262,-0.03107,0.99740,-0.03571,0.05439,0.01458,0.00017,0.07529,
1502786370595214336,-0.17287,-0.22851,0.52116,-0.03558,0.99682,-0.03745,0.06074,-0.02733,0.04263,0.07517,
1502786370695215872,-0.17218,-0.21481,0.52618,-0.03782,0.99613,-0.03594,0.07080,-0.06323,0.07888,0.08450,
1502786370795160576,-0.18042,-0.20619,0.53845,-0.03289,0.99509,-0.03425,0.08689,-0.09832,0.11736,0.09323,
1502786370895141120,-0.18734,-0.19910,0.54529,-0.02040,0.99352,-0.03156,0.10723,-0.12408,0.16402,0.08190,
1502786370994995968,-0.19985,-0.19398,0.54445,-0.01227,0.99260,-0.02597,0.11801,-0.12468,0.19589,0.05140,
1502786371095010304,-0.21076,-0.20303,0.52875,-0.01380,0.99360,-0.01358,0.11130,-0.06769,0.15578,-0.00199,
1502786371194999808,-0.21705,-0.22730,0.51228,-0.01592,0.99478,-0.00535,0.10062,-0.01366,0.10345,-0.03709,
1502786371294943232,-0.21555,-0.25171,0.51321,-0.01732,0.99576,-0.00070,0.09037,0.03399,0.05066,-0.03262,
1502786371394876672,-0.20121,-0.26329,0.51149,-0.01815,0.99680,0.00078,0.07782,0.09556,0.01687,-0.03951,
1502786371495490816,-0.18864,-0.26829,0.51037,-0.01829,0.99805,0.00116,0.05972,0.13999,-0.00555,-0.05717,
1502786371594851840,-0.17790,-0.26713,0.51249,-0.01901,0.99888,0.00119,0.04326,0.16018,-0.00862,-0.03987,
1502786371694803968,-0.16519,-0.25805,0.51300,-0.01871,0.99933,0.00175,0.03156,0.15736,0.01058,-0.01555,
1502786371794767104,-0.15425,-0.24103,0.51648,-0.01785,0.99952,0.00226,0.02514,0.14704,0.03298,0.00963,
1502786371894826240,-0.14923,-0.22673,0.51309,-0.01552,0.99960,0.00232,0.02373,0.13158,0.05090,0.02647,
1502786371994680320,-0.13835,-0.22470,0.51760,-0.01382,0.99963,0.00212,0.02329,0.12249,0.04054,0.04240,
1502786372094825728,-0.13036,-0.21953,0.51988,-0.01171,0.99969,0.00171,0.02181,0.12316,0.04456,0.04131,
1502786372194704384,-0.12250,-0.21273,0.52126,-0.00869,0.99977,0.00151,0.01961,0.12883,0.05462,0.03793,
1502786372294635520,-0.11673,-0.20819,0.52825,-0.00590,0.99983,0.00130,0.01765,0.12499,0.05910,0.04563,
1502786372394740736,-0.10356,-0.20649,0.53419,-0.00450,0.99984,0.00111,0.01731,0.11792,0.05085,0.05343,
1502786372494662656,-0.09696,-0.20422,0.53847,-0.00377,0.99984,0.00088,0.01758,0.10920,0.04617,0.05535,
1502786372594643712,-0.09578,-0.20277,0.54005,-0.00419,0.99981,0.00066,0.01916,0.09113,0.03815,0.05927,
1502786372694660608,-0.10043,-0.20296,0.54133,-0.00624,0.99972,0.00028,0.02276,0.06683,0.02493,0.07459,
1502786372794658304,-0.10759,-0.20526,0.54250,-0.00901,0.99953,0.00051,0.02942,0.04014,0.01479,0.09465,
1502786372894654720,-0.11848,-0.21105,0.54697,-0.00876,0.99907,-0.00019,0.04217,-0.00744,0.01160,0.11008,
1502786372994581760,-0.13455,-0.21305,0.54883,-0.00764,0.99828,-0.00060,0.05821,-0.06096,0.01163,0.11768,
1502786373094532608,-0.17959,-0.22423,0.52869,-0.00736,0.99720,-0.00053,0.07441,-0.12447,-0.00544,0.09990,
1502786373194701312,-0.20970,-0.23390,0.51628,-0.00682,0.99619,-0.00051,0.08688,-0.15250,-0.01763,0.07370,
1502786373294877440,-0.23385,-0.23702,0.50476,-0.00642,0.99543,0.00005,0.09527,-0.16114,-0.01343,0.04819,
1502786373394472192,-0.25456,-0.24043,0.50431,-0.00588,0.99494,-0.00025,0.10034,-0.15764,-0.01963,0.03235,
1502786373494386944,-0.26616,-0.24216,0.50480,-0.00544,0.99496,-0.00056,0.10008,-0.13157,-0.01809,0.01155,
1502786373594359552,-0.27072,-0.23996,0.50928,-0.00498,0.99577,-0.00125,0.09171,-0.08176,-0.01931,-0.01299,
1502786373694356224,-0.27195,-0.23901,0.50259,-0.00491,0.99710,-0.00063,0.07595,-0.03013,-0.01521,-0.05011,
1502786373794291200,-0.26677,-0.23652,0.49156,-0.00502,0.99829,0.00038,0.05825,0.00572,-0.01101,-0.06638,
1502786373894275584,-0.24481,-0.23274,0.50226,-0.00489,0.99902,0.00028,0.04392,0.03779,-0.01323,-0.03700,
1502786373994249984,-0.22129,-0.23086,0.51083,-0.00441,0.99943,0.00033,0.03354,0.06003,-0.01488,-0.00313,
1502786374094291200,-0.19638,-0.22969,0.51664,-0.00402,0.99966,0.00034,0.02581,0.08165,-0.01642,0.01951,
1502786374194340352,-0.18101,-0.22684,0.51507,-0.00276,0.99982,-0.00049,0.01885,0.09809,-0.01555,0.02356,
1502786374294246400,-0.17888,-0.23099,0.51958,-0.00161,0.99981,-0.00275,0.01934,0.08081,-0.01585,0.06454,
1502786374394162944,-0.17044,-0.23571,0.51209,-0.00258,0.99975,-0.00701,0.02089,0.07503,-0.04484,0.07499,
1502786374494454528,-0.16359,-0.24897,0.52394,-0.00205,0.99957,-0.01730,0.02362,0.08706,-0.07896,0.08765,
1502786374594168064,-0.15482,-0.26035,0.53123,-0.00145,0.99914,-0.03167,0.02669,0.10390,-0.10692,0.09288,
1502786374694139392,-0.15564,-0.27405,0.51604,-0.00121,0.99851,-0.04499,0.03070,0.08473,-0.10920,0.08038,
1502786374794083840,-0.15500,-0.28204,0.50445,-0.00033,0.99783,-0.05542,0.03554,0.05195,-0.09436,0.07129,
1502786374894087680,-0.16185,-0.28824,0.49089,0.00033,0.99726,-0.06325,0.03835,0.01531,-0.08465,0.05059,
1502786374994045952,-0.17331,-0.30323,0.47463,-0.00034,0.99718,-0.06538,0.03681,-0.01137,-0.06885,0.01690,
1502786375094025984,-0.16926,-0.30056,0.48082,-0.00176,0.99756,-0.06179,0.03250,-0.00067,-0.02170,0.01262,
1502786375194012416,-0.18498,-0.30648,0.47651,-0.00239,0.99827,-0.05214,0.02693,-0.02771,0.00610,-0.00114,
1502786375294046720,-0.18687,-0.29545,0.47582,-0.00485,0.99914,-0.03678,0.01874,-0.03545,0.04593,-0.00573,
1502786375393963008,-0.20404,-0.30089,0.50092,-0.00378,0.99962,-0.02098,0.01736,-0.05979,0.05376,0.03356,
1502786375494019584,-0.21561,-0.30603,0.50003,-0.00117,0.99983,-0.00543,0.01741,-0.08018,0.04355,0.03536,
1502786375593969920,-0.21779,-0.30655,0.51772,-0.00177,0.99982,0.00478,0.01850,-0.04772,0.02249,0.07147,
1502786375693937664,-0.23167,-0.30249,0.51067,-0.00151,0.99980,0.00968,0.01741,-0.00517,-0.00092,0.04764,
1502786375793897216,-0.23520,-0.29202,0.49986,0.00090,0.99978,0.01445,0.01506,0.01564,0.00586,0.02688,
1502786375893897216,-0.23450,-0.30114,0.50990,0.00228,0.99978,0.01642,0.01296,-0.00880,-0.02090,0.04427,
1502786375993890048,-0.22652,-0.29067,0.50947,0.00735,0.99984,0.01405,0.00770,0.00833,-0.02181,0.03620,
1502786376093987328,-0.22860,-0.29921,0.51634,0.00764,0.99984,0.01427,0.00705,-0.00179,-0.02652,0.04836,
1502786376193893376,-0.22918,-0.30027,0.52281,0.00761,0.99985,0.01433,0.00655,-0.00763,-0.02473,0.05550,
1502786376293896448,-0.22743,-0.30037,0.52882,0.00778,0.99986,0.01367,0.00608,-0.00046,-0.02550,0.05918,
1502786376394052352,-0.22436,-0.30107,0.53343,0.00796,0.99986,0.01344,0.00560,0.00149,-0.02283,0.06565,
1502786376494025984,-0.22264,-0.30142,0.53813,0.00831,0.99986,0.01337,0.00513,0.00286,-0.01677,0.06983,
1502786376593910528,-0.22019,-0.29945,0.54203,0.00861,0.99986,0.01324,0.00472,0.00557,-0.01127,0.07185,
1502786376693910528,-0.22253,-0.29453,0.54572,0.00906,0.99986,0.01336,0.00443,0.00491,-0.00045,0.07654,
1502786376793901312,-0.22103,-0.29164,0.54943,0.00934,0.99986,0.01341,0.00417,0.00646,0.00304,0.07454,
1502786376893884160,-0.21471,-0.28871,0.55299,0.00960,0.99986,0.01337,0.00393,0.01228,0.00694,0.07582,
1502786376994082816,-0.21874,-0.28445,0.55423,0.00990,0.99986,0.01325,0.00383,0.00795,0.01440,0.07751,
1502786377093869568,-0.20233,-0.26064,0.56320,0.01032,0.99986,0.01262,0.00358,0.01561,0.03239,0.08084,
1502786377193939968,-0.21069,-0.25038,0.57557,0.01048,0.99986,0.01233,0.00335,0.01107,0.03784,0.08638,
1502786377293895424,-0.21842,-0.23830,0.58451,0.01051,0.99987,0.01191,0.00315,0.00540,0.04471,0.09561,
1502786377393896704,-0.21619,-0.23339,0.58697,0.01035,0.99987,0.01179,0.00314,0.00397,0.04803,0.09722,
1502786377493902592,-0.21523,-0.22914,0.58735,0.01018,0.99988,0.01167,0.00318,0.00594,0.05252,0.09909,
1502786377593893888,-0.21552,-0.22540,0.58779,0.00996,0.99988,0.01137,0.00317,0.00800,0.05466,0.09816,
1502786377693881856,-0.21801,-0.22157,0.58852,0.00982,0.99988,0.01163,0.00322,0.00566,0.06034,0.09678,
1502786377793976064,-0.21817,-0.21768,0.58621,0.00957,0.99988,0.01164,0.00331,0.00623,0.06149,0.09698,
1502786377893969408,-0.21774,-0.21830,0.58382,0.00925,0.99988,0.01159,0.00343,0.00781,0.05721,0.09863,
1502786377993958400,-0.21815,-0.21592,0.58380,0.00889,0.99989,0.01150,0.00353,0.00714,0.05782,0.10083,
1502786378095373568,-0.21992,-0.21312,0.58291,0.00859,0.99989,0.01149,0.00366,0.00610,0.05782,0.10018,
1502786378193955584,-0.22140,-0.20918,0.58304,0.00820,0.99989,0.01143,0.00378,0.00808,0.05744,0.10434,
1502786378293942272,-0.21912,-0.20657,0.58414,0.00785,0.99990,0.01139,0.00384,0.00878,0.05327,0.10115,
1502786378393943040,-0.21649,-0.20433,0.58424,0.00749,0.99990,0.01136,0.00394,0.01002,0.04971,0.09942,
1502786378493929984,-0.21628,-0.20307,0.58367,0.00713,0.99990,0.01136,0.00405,0.00764,0.04580,0.09726,
1502786378593961728,-0.21606,-0.20141,0.58341,0.00684,0.99990,0.01136,0.00415,0.00865,0.04459,0.09112,
1502786378693950720,-0.21840,-0.20045,0.58220,0.00654,0.99990,0.01137,0.00427,0.00719,0.04473,0.08551,
1502786378793935616,-0.21812,-0.19888,0.58187,0.00624,0.99991,0.01136,0.00435,0.00467,0.04868,0.08181,
1502786378893933056,-0.21501,-0.19741,0.58153,0.00598,0.99991,0.01133,0.00443,0.00344,0.05000,0.07720,
1502786378993925888,-0.21471,-0.19647,0.58111,0.00573,0.99991,0.01134,0.00452,0.00590,0.05344,0.07600,
